shipment_id,step,timestamp,hour,lat,lon,temperature_c,temp_threshold_c,temp_alert,interval_co2_kg,cumulative_co2_kg,distance_km,source_file,data_type,alert,temperature_difference_c,journey_progress_pct,risk_level,journey_stage,hour_bucket
A-104,133,2026-07-05 04:29:49,11.083,51.96949,5.15993,4.86,11.0,False,4.269,550.321,604.97,shipment_A-104.csv,simulated_prototype,0,-6.14,92.36183206106871,Normal,75-100%,9-12h
A-104,134,2026-07-05 04:34:49,11.167,51.96528,5.09781,4.63,11.0,False,4.303,554.624,609.51,shipment_A-104.csv,simulated_prototype,0,-6.37,93.05496183206107,Normal,75-100%,9-12h
A-104,135,2026-07-05 04:39:49,11.25,51.96229,5.03509,4.52,11.0,False,3.783,558.407,614.06,shipment_A-104.csv,simulated_prototype,0,-6.48,93.74961832061068,Normal,75-100%,9-12h
A-104,136,2026-07-05 04:44:49,11.333,51.95722,4.97392,4.8,11.0,False,4.235,562.642,618.61,shipment_A-104.csv,simulated_prototype,0,-6.2,94.4442748091603,Normal,75-100%,9-12h
A-104,137,2026-07-05 04:49:49,11.417,51.95274,4.91194,4.54,11.0,False,4.177,566.819,623.16,shipment_A-104.csv,simulated_prototype,0,-6.46,95.13893129770992,Normal,75-100%,9-12h
A-104,138,2026-07-05 04:54:49,11.5,51.94864,4.85006,4.74,11.0,False,3.846,570.665,627.71,shipment_A-104.csv,simulated_prototype,0,-6.26,95.83358778625954,Normal,75-100%,9-12h
A-104,139,2026-07-05 04:59:49,11.583,51.94578,4.78808,4.35,11.0,False,3.994,574.659,632.26,shipment_A-104.csv,simulated_prototype,0,-6.65,96.52824427480915,Normal,75-100%,9-12h
A-104,140,2026-07-05 05:04:49,11.667,51.94084,4.72549,4.38,11.0,False,4.323,578.982,636.81,shipment_A-104.csv,simulated_prototype,0,-6.62,97.22290076335877,Normal,75-100%,9-12h
A-104,141,2026-07-05 05:09:49,11.75,51.93727,4.66312,4.54,11.0,False,4.396,583.378,641.35,shipment_A-104.csv,simulated_prototype,0,-6.46,97.91603053435115,Normal,75-100%,9-12h
A-104,142,2026-07-05 05:14:49,11.833,51.93287,4.60216,4.48,11.0,False,4.247,587.625,645.9,shipment_A-104.csv,simulated_prototype,0,-6.52,98.61068702290076,Normal,75-100%,9-12h
A-104,143,2026-07-05 05:19:49,11.917,51.92921,4.53936,4.32,11.0,False,4.296,591.921,650.45,shipment_A-104.csv,simulated_prototype,0,-6.68,99.30534351145039,Normal,75-100%,9-12h
A-104,144,2026-07-05 05:24:49,12.0,51.92446,4.47768,4.22,11.0,False,3.942,595.863,655.0,shipment_A-104.csv,simulated_prototype,0,-6.78,100.0,Normal,75-100%,9-12h
A-1041,0,2026-07-07 11:42:06,0.0,52.5201,13.40519,5.07,8.0,False,4.161,4.161,0.0,shipment_A-1041.csv,simulated_prototype,0,-2.9299999999999997,0.0,Normal,0-25%,0-3h
A-1041,1,2026-07-07 11:47:06,0.083,52.51643,13.34359,4.87,8.0,False,3.859,8.02,4.51,shipment_A-1041.csv,simulated_prototype,0,-3.13,0.6938461538461538,Normal,0-25%,0-3h
A-1041,2,2026-07-07 11:52:06,0.167,52.51195,13.28118,4.51,8.0,False,4.081,12.101,9.03,shipment_A-1041.csv,simulated_prototype,0,-3.49,1.3892307692307693,Normal,0-25%,0-3h
A-1041,3,2026-07-07 11:57:06,0.25,52.50751,13.21965,5.04,8.0,False,4.151,16.252,13.54,shipment_A-1041.csv,simulated_prototype,0,-2.96,2.083076923076923,Normal,0-25%,0-3h
A-1041,4,2026-07-07 12:02:06,0.333,52.50317,13.15674,5.0,8.0,False,4.132,20.384,18.06,shipment_A-1041.csv,simulated_prototype,0,-3.0,2.7784615384615385,Normal,0-25%,0-3h
A-1041,5,2026-07-07 12:07:06,0.417,52.49966,13.09492,5.09,8.0,False,4.288,24.672,22.57,shipment_A-1041.csv,simulated_prototype,0,-2.91,3.4723076923076928,Normal,0-25%,0-3h
A-1041,6,2026-07-07 12:12:06,0.5,52.4958,13.03311,5.06,8.0,False,3.774,28.446,27.08,shipment_A-1041.csv,simulated_prototype,0,-2.9400000000000004,4.166153846153846,Normal,0-25%,0-3h
A-1041,7,2026-07-07 12:17:06,0.583,52.49174,12.97072,5.03,8.0,False,3.876,32.322,31.6,shipment_A-1041.csv,simulated_prototype,0,-2.9699999999999998,4.861538461538462,Normal,0-25%,0-3h
A-1041,8,2026-07-07 12:22:06,0.667,52.48748,12.9094,5.26,8.0,False,3.895,36.217,36.11,shipment_A-1041.csv,simulated_prototype,0,-2.74,5.555384615384615,Normal,0-25%,0-3h
A-1041,9,2026-07-07 12:27:06,0.75,52.48245,12.84633,5.27,8.0,False,4.079,40.296,40.62,shipment_A-1041.csv,simulated_prototype,0,-2.7300000000000004,6.249230769230769,Normal,0-25%,0-3h
A-1041,10,2026-07-07 12:32:06,0.833,52.47836,12.7849,5.21,8.0,False,3.759,44.055,45.14,shipment_A-1041.csv,simulated_prototype,0,-2.79,6.9446153846153855,Normal,0-25%,0-3h
A-1041,11,2026-07-07 12:37:06,0.917,52.47504,12.72341,5.27,8.0,False,4.101,48.156,49.65,shipment_A-1041.csv,simulated_prototype,0,-2.7300000000000004,7.638461538461538,Normal,0-25%,0-3h
A-1041,12,2026-07-07 12:42:06,1.0,52.46982,12.66055,5.33,8.0,False,3.775,51.931,54.17,shipment_A-1041.csv,simulated_prototype,0,-2.67,8.333846153846155,Normal,0-25%,0-3h
A-1041,13,2026-07-07 12:47:06,1.083,52.46591,12.59863,5.34,8.0,False,3.863,55.794,58.68,shipment_A-1041.csv,simulated_prototype,0,-2.66,9.027692307692307,Normal,0-25%,0-3h
A-1041,14,2026-07-07 12:52:06,1.167,52.46232,12.53701,5.05,8.0,False,4.088,59.882,63.19,shipment_A-1041.csv,simulated_prototype,0,-2.95,9.721538461538461,Normal,0-25%,0-3h
A-1041,15,2026-07-07 12:57:06,1.25,52.45837,12.4748,5.28,8.0,False,3.783,63.665,67.71,shipment_A-1041.csv,simulated_prototype,0,-2.7199999999999998,10.416923076923077,Normal,0-25%,0-3h
A-1041,16,2026-07-07 13:02:06,1.333,52.4538,12.4129,5.28,8.0,False,4.305,67.97,72.22,shipment_A-1041.csv,simulated_prototype,0,-2.7199999999999998,11.11076923076923,Normal,0-25%,0-3h
A-1041,17,2026-07-07 13:07:06,1.417,52.44899,12.35114,5.18,8.0,False,4.026,71.996,76.74,shipment_A-1041.csv,simulated_prototype,0,-2.8200000000000003,11.806153846153846,Normal,0-25%,0-3h
A-1041,18,2026-07-07 13:12:06,1.5,52.44528,12.28965,5.26,8.0,False,4.059,76.055,81.25,shipment_A-1041.csv,simulated_prototype,0,-2.74,12.5,Normal,0-25%,0-3h
A-1041,19,2026-07-07 13:17:06,1.583,52.44158,12.22642,5.19,8.0,False,3.794,79.849,85.76,shipment_A-1041.csv,simulated_prototype,0,-2.8099999999999996,13.193846153846156,Normal,0-25%,0-3h
A-1041,20,2026-07-07 13:22:06,1.667,52.43742,12.16543,5.12,8.0,False,4.067,83.916,90.28,shipment_A-1041.csv,simulated_prototype,0,-2.88,13.889230769230771,Normal,0-25%,0-3h
A-1041,21,2026-07-07 13:27:06,1.75,52.4328,12.10364,5.39,8.0,False,4.363,88.279,94.79,shipment_A-1041.csv,simulated_prototype,0,-2.6100000000000003,14.583076923076923,Normal,0-25%,0-3h
A-1041,22,2026-07-07 13:32:06,1.833,52.42898,12.04042,5.06,8.0,False,3.949,92.228,99.31,shipment_A-1041.csv,simulated_prototype,0,-2.9400000000000004,15.278461538461539,Normal,0-25%,0-3h
A-1041,23,2026-07-07 13:37:06,1.917,52.4243,11.97866,5.58,8.0,False,4.2,96.428,103.82,shipment_A-1041.csv,simulated_prototype,0,-2.42,15.972307692307691,Normal,0-25%,0-3h
A-1041,24,2026-07-07 13:42:06,2.0,52.42091,11.91681,5.14,8.0,False,4.365,100.793,108.33,shipment_A-1041.csv,simulated_prototype,0,-2.8600000000000003,16.666153846153847,Normal,0-25%,0-3h
A-1041,25,2026-07-07 13:47:06,2.083,52.41707,11.85503,5.15,8.0,False,4.264,105.057,112.85,shipment_A-1041.csv,simulated_prototype,0,-2.8499999999999996,17.361538461538462,Normal,0-25%,0-3h
A-1041,26,2026-07-07 13:52:06,2.167,52.41307,11.79366,5.4,8.0,False,4.07,109.127,117.36,shipment_A-1041.csv,simulated_prototype,0,-2.5999999999999996,18.055384615384614,Normal,0-25%,0-3h
A-1041,27,2026-07-07 13:57:06,2.25,52.40883,11.73131,5.15,8.0,False,4.206,113.333,121.88,shipment_A-1041.csv,simulated_prototype,0,-2.8499999999999996,18.75076923076923,Normal,0-25%,0-3h
A-1041,28,2026-07-07 14:02:06,2.333,52.4038,11.66855,5.39,8.0,False,4.11,117.443,126.39,shipment_A-1041.csv,simulated_prototype,0,-2.6100000000000003,19.444615384615386,Normal,0-25%,0-3h
A-1041,29,2026-07-07 14:07:06,2.417,52.39962,11.60669,5.7,8.0,False,4.355,121.798,130.9,shipment_A-1041.csv,simulated_prototype,0,-2.3,20.138461538461538,Normal,0-25%,0-3h
A-1041,30,2026-07-07 14:12:06,2.5,52.3953,11.54576,5.49,8.0,False,4.385,126.183,135.42,shipment_A-1041.csv,simulated_prototype,0,-2.51,20.833846153846153,Normal,0-25%,0-3h
A-1041,31,2026-07-07 14:17:06,2.583,52.39204,11.48244,5.2,8.0,False,4.348,130.531,139.93,shipment_A-1041.csv,simulated_prototype,0,-2.8,21.52769230769231,Normal,0-25%,0-3h
A-1041,32,2026-07-07 14:22:06,2.667,52.38752,11.42176,5.52,8.0,False,3.763,134.294,144.44,shipment_A-1041.csv,simulated_prototype,0,-2.4800000000000004,22.22153846153846,Normal,0-25%,0-3h
A-1041,33,2026-07-07 14:27:06,2.75,52.38282,11.35956,5.38,8.0,False,4.252,138.546,148.96,shipment_A-1041.csv,simulated_prototype,0,-2.62,22.91692307692308,Normal,0-25%,0-3h
A-1041,34,2026-07-07 14:32:06,2.833,52.37898,11.29661,5.25,8.0,False,4.219,142.765,153.47,shipment_A-1041.csv,simulated_prototype,0,-2.75,23.61076923076923,Normal,0-25%,0-3h
A-1041,35,2026-07-07 14:37:06,2.917,52.37577,11.23584,5.77,8.0,False,4.228,146.993,157.99,shipment_A-1041.csv,simulated_prototype,0,-2.2300000000000004,24.306153846153848,Normal,0-25%,0-3h
A-1041,36,2026-07-07 14:42:06,3.0,52.37158,11.17248,5.91,8.0,False,4.14,151.133,162.5,shipment_A-1041.csv,simulated_prototype,0,-2.09,25.0,Normal,0-25%,0-3h
A-1041,37,2026-07-07 14:47:06,3.083,52.36671,11.11064,5.54,8.0,False,3.954,155.087,167.01,shipment_A-1041.csv,simulated_prototype,0,-2.46,25.69384615384615,Normal,25-50%,3-6h
A-1041,38,2026-07-07 14:52:06,3.167,52.3626,11.04918,5.4,8.0,False,3.791,158.878,171.53,shipment_A-1041.csv,simulated_prototype,0,-2.5999999999999996,26.38923076923077,Normal,25-50%,3-6h
A-1041,39,2026-07-07 14:57:06,3.25,52.35826,10.98665,5.58,8.0,False,3.803,162.681,176.04,shipment_A-1041.csv,simulated_prototype,0,-2.42,27.08307692307692,Normal,25-50%,3-6h
A-1041,40,2026-07-07 15:02:06,3.333,52.35443,10.92466,5.62,8.0,False,4.037,166.718,180.56,shipment_A-1041.csv,simulated_prototype,0,-2.38,27.778461538461542,Normal,25-50%,3-6h
A-1041,41,2026-07-07 15:07:06,3.417,52.35062,10.86282,5.31,8.0,False,3.753,170.471,185.07,shipment_A-1041.csv,simulated_prototype,0,-2.6900000000000004,28.47230769230769,Normal,25-50%,3-6h
A-1041,42,2026-07-07 15:12:06,3.5,52.34568,10.80097,5.46,8.0,False,3.937,174.408,189.58,shipment_A-1041.csv,simulated_prototype,0,-2.54,29.166153846153847,Normal,25-50%,3-6h
A-1041,43,2026-07-07 15:17:06,3.583,52.34263,10.7385,5.68,8.0,False,4.029,178.437,194.1,shipment_A-1041.csv,simulated_prototype,0,-2.3200000000000003,29.861538461538462,Normal,25-50%,3-6h
A-1041,44,2026-07-07 15:22:06,3.667,52.33784,10.6769,5.55,8.0,False,3.765,182.202,198.61,shipment_A-1041.csv,simulated_prototype,0,-2.45,30.555384615384618,Normal,25-50%,3-6h
A-1041,45,2026-07-07 15:27:06,3.75,52.33338,10.61591,5.43,8.0,False,3.962,186.164,203.12,shipment_A-1041.csv,simulated_prototype,0,-2.5700000000000003,31.249230769230767,Normal,25-50%,3-6h
A-1041,46,2026-07-07 15:32:06,3.833,52.32919,10.5539,5.27,8.0,False,3.953,190.117,207.64,shipment_A-1041.csv,simulated_prototype,0,-2.7300000000000004,31.944615384615382,Normal,25-50%,3-6h
A-1041,47,2026-07-07 15:37:06,3.917,52.32605,10.49057,5.19,8.0,False,3.892,194.009,212.15,shipment_A-1041.csv,simulated_prototype,0,-2.8099999999999996,32.63846153846154,Normal,25-50%,3-6h
A-1041,48,2026-07-07 15:42:06,4.0,52.32189,10.42926,5.64,8.0,False,4.307,198.316,216.67,shipment_A-1041.csv,simulated_prototype,0,-2.3600000000000003,33.33384615384615,Normal,25-50%,3-6h
A-1041,49,2026-07-07 15:47:06,4.083,52.31672,10.36742,5.4,8.0,False,3.86,202.176,221.18,shipment_A-1041.csv,simulated_prototype,0,-2.5999999999999996,34.027692307692305,Normal,25-50%,3-6h
A-1041,50,2026-07-07 15:52:06,4.167,52.31276,10.3058,5.26,8.0,False,3.922,206.098,225.69,shipment_A-1041.csv,simulated_prototype,0,-2.74,34.72153846153846,Normal,25-50%,3-6h
A-1041,51,2026-07-07 15:57:06,4.25,52.30939,10.24384,5.75,8.0,False,4.145,210.243,230.21,shipment_A-1041.csv,simulated_prototype,0,-2.25,35.41692307692308,Normal,25-50%,3-6h
A-1041,52,2026-07-07 16:02:06,4.333,52.30454,10.1815,5.94,8.0,False,4.026,214.269,234.72,shipment_A-1041.csv,simulated_prototype,0,-2.0599999999999996,36.11076923076923,Normal,25-50%,3-6h
A-1041,53,2026-07-07 16:07:06,4.417,52.30064,10.11868,5.49,8.0,False,4.237,218.506,239.24,shipment_A-1041.csv,simulated_prototype,0,-2.51,36.80615384615385,Normal,25-50%,3-6h
A-1041,54,2026-07-07 16:12:06,4.5,52.29616,10.05686,5.72,8.0,False,3.987,222.493,243.75,shipment_A-1041.csv,simulated_prototype,0,-2.2800000000000002,37.5,Normal,25-50%,3-6h
A-1041,55,2026-07-07 16:17:06,4.583,52.29248,9.9948,5.62,8.0,False,4.013,226.506,248.26,shipment_A-1041.csv,simulated_prototype,0,-2.38,38.19384615384615,Normal,25-50%,3-6h
A-1041,56,2026-07-07 16:22:06,4.667,52.28875,9.93269,5.76,8.0,False,4.325,230.831,252.78,shipment_A-1041.csv,simulated_prototype,0,-2.24,38.88923076923077,Normal,25-50%,3-6h
A-1041,57,2026-07-07 16:27:06,4.75,52.28484,9.87138,5.78,8.0,False,3.797,234.628,257.29,shipment_A-1041.csv,simulated_prototype,0,-2.2199999999999998,39.58307692307692,Normal,25-50%,3-6h
A-1041,58,2026-07-07 16:32:06,4.833,52.28064,9.80999,7.01,8.0,False,3.986,238.614,261.81,shipment_A-1041.csv,simulated_prototype,0,-0.9900000000000002,40.27846153846154,Watch,25-50%,3-6h
A-1041,59,2026-07-07 16:37:06,4.917,52.27609,9.74771,9.47,8.0,True,4.384,242.998,266.32,shipment_A-1041.csv,simulated_prototype,1,1.4700000000000006,40.972307692307695,High,25-50%,3-6h
A-1041,60,2026-07-07 16:42:06,5.0,52.27182,9.6853,11.56,8.0,True,4.091,247.089,270.83,shipment_A-1041.csv,simulated_prototype,1,3.5600000000000005,41.66615384615384,Critical,25-50%,3-6h
A-1041,61,2026-07-07 16:47:06,5.083,52.26738,9.62324,12.8,8.0,True,4.333,251.422,275.35,shipment_A-1041.csv,simulated_prototype,1,4.800000000000001,42.361538461538466,Critical,25-50%,3-6h
A-1041,62,2026-07-07 16:52:06,5.167,52.26318,9.56095,12.03,8.0,True,3.935,255.357,279.86,shipment_A-1041.csv,simulated_prototype,1,4.029999999999999,43.05538461538462,Critical,25-50%,3-6h
A-1041,63,2026-07-07 16:57:06,5.25,52.2599,9.49992,10.91,8.0,True,4.307,259.664,284.38,shipment_A-1041.csv,simulated_prototype,1,2.91,43.75076923076923,Critical,25-50%,3-6h
A-1041,64,2026-07-07 17:02:06,5.333,52.25573,9.43687,7.62,8.0,False,3.897,263.561,288.89,shipment_A-1041.csv,simulated_prototype,0,-0.3799999999999999,44.44461538461538,Watch,25-50%,3-6h
A-1041,65,2026-07-07 17:07:06,5.417,52.2513,9.37585,5.69,8.0,False,4.344,267.905,293.4,shipment_A-1041.csv,simulated_prototype,0,-2.3099999999999996,45.138461538461534,Normal,25-50%,3-6h
A-1041,66,2026-07-07 17:12:06,5.5,52.2468,9.31277,5.74,8.0,False,4.093,271.998,297.92,shipment_A-1041.csv,simulated_prototype,0,-2.26,45.83384615384616,Normal,25-50%,3-6h
A-1041,67,2026-07-07 17:17:06,5.583,52.24256,9.25179,5.6,8.0,False,4.16,276.158,302.43,shipment_A-1041.csv,simulated_prototype,0,-2.4000000000000004,46.527692307692305,Normal,25-50%,3-6h
A-1041,68,2026-07-07 17:22:06,5.667,52.23892,9.1898,5.42,8.0,False,3.966,280.124,306.94,shipment_A-1041.csv,simulated_prototype,0,-2.58,47.22153846153846,Normal,25-50%,3-6h
A-1041,69,2026-07-07 17:27:06,5.75,52.2343,9.12678,5.81,8.0,False,4.25,284.374,311.46,shipment_A-1041.csv,simulated_prototype,0,-2.1900000000000004,47.91692307692308,Normal,25-50%,3-6h
A-1041,70,2026-07-07 17:32:06,5.833,52.23105,9.06466,5.53,8.0,False,4.009,288.383,315.97,shipment_A-1041.csv,simulated_prototype,0,-2.4699999999999998,48.610769230769236,Normal,25-50%,3-6h
A-1041,71,2026-07-07 17:37:06,5.917,52.22607,9.00393,5.47,8.0,False,4.019,292.402,320.49,shipment_A-1041.csv,simulated_prototype,0,-2.5300000000000002,49.30615384615385,Normal,25-50%,3-6h
A-1041,72,2026-07-07 17:42:06,6.0,52.22222,8.94114,5.53,8.0,False,3.778,296.18,325.0,shipment_A-1041.csv,simulated_prototype,0,-2.4699999999999998,50.0,Normal,25-50%,3-6h
A-1041,73,2026-07-07 17:47:06,6.083,52.21736,8.87943,5.68,8.0,False,4.217,300.397,329.51,shipment_A-1041.csv,simulated_prototype,0,-2.3200000000000003,50.69384615384615,Normal,50-75%,6-9h
A-1041,74,2026-07-07 17:52:06,6.167,52.21417,8.81701,5.6,8.0,False,4.018,304.415,334.03,shipment_A-1041.csv,simulated_prototype,0,-2.4000000000000004,51.389230769230764,Normal,50-75%,6-9h
A-1041,75,2026-07-07 17:57:06,6.25,52.20955,8.7549,5.5,8.0,False,4.362,308.777,338.54,shipment_A-1041.csv,simulated_prototype,0,-2.5,52.08307692307692,Normal,50-75%,6-9h
A-1041,76,2026-07-07 18:02:06,6.333,52.20597,8.69284,5.66,8.0,False,3.98,312.757,343.06,shipment_A-1041.csv,simulated_prototype,0,-2.34,52.77846153846154,Normal,50-75%,6-9h
A-1041,77,2026-07-07 18:07:06,6.417,52.20123,8.63108,5.82,8.0,False,3.949,316.706,347.57,shipment_A-1041.csv,simulated_prototype,0,-2.1799999999999997,53.472307692307695,Normal,50-75%,6-9h
A-1041,78,2026-07-07 18:12:06,6.5,52.19751,8.56911,5.42,8.0,False,4.085,320.791,352.08,shipment_A-1041.csv,simulated_prototype,0,-2.58,54.16615384615384,Normal,50-75%,6-9h
A-1041,79,2026-07-07 18:17:06,6.583,52.19337,8.50712,5.43,8.0,False,4.301,325.092,356.6,shipment_A-1041.csv,simulated_prototype,0,-2.5700000000000003,54.86153846153846,Normal,50-75%,6-9h
A-1041,80,2026-07-07 18:22:06,6.667,52.18973,8.44562,5.36,8.0,False,4.144,329.236,361.11,shipment_A-1041.csv,simulated_prototype,0,-2.6399999999999997,55.55538461538462,Normal,50-75%,6-9h
A-1041,81,2026-07-07 18:27:06,6.75,52.18467,8.38291,5.51,8.0,False,4.084,333.32,365.62,shipment_A-1041.csv,simulated_prototype,0,-2.49,56.24923076923077,Normal,50-75%,6-9h
A-1041,82,2026-07-07 18:32:06,6.833,52.18041,8.3216,5.44,8.0,False,4.149,337.469,370.14,shipment_A-1041.csv,simulated_prototype,0,-2.5599999999999996,56.94461538461538,Normal,50-75%,6-9h
A-1041,83,2026-07-07 18:37:06,6.917,52.17626,8.25917,5.39,8.0,False,4.208,341.677,374.65,shipment_A-1041.csv,simulated_prototype,0,-2.6100000000000003,57.63846153846154,Normal,50-75%,6-9h
A-1041,84,2026-07-07 18:42:06,7.0,52.17324,8.19714,5.42,8.0,False,4.349,346.026,379.17,shipment_A-1041.csv,simulated_prototype,0,-2.58,58.33384615384616,Normal,50-75%,6-9h
A-1041,85,2026-07-07 18:47:06,7.083,52.16796,8.13565,5.22,8.0,False,3.791,349.817,383.68,shipment_A-1041.csv,simulated_prototype,0,-2.7800000000000002,59.027692307692305,Normal,50-75%,6-9h
A-1041,86,2026-07-07 18:52:06,7.167,52.16438,8.07377,5.68,8.0,False,4.095,353.912,388.19,shipment_A-1041.csv,simulated_prototype,0,-2.3200000000000003,59.72153846153846,Normal,50-75%,6-9h
A-1041,87,2026-07-07 18:57:06,7.25,52.16001,8.01161,5.2,8.0,False,4.159,358.071,392.71,shipment_A-1041.csv,simulated_prototype,0,-2.8,60.41692307692308,Normal,50-75%,6-9h
A-1041,88,2026-07-07 19:02:06,7.333,52.15618,7.94974,5.35,8.0,False,4.141,362.212,397.22,shipment_A-1041.csv,simulated_prototype,0,-2.6500000000000004,61.110769230769236,Normal,50-75%,6-9h
A-1041,89,2026-07-07 19:07:06,7.417,52.15243,7.88778,4.88,8.0,False,3.985,366.197,401.74,shipment_A-1041.csv,simulated_prototype,0,-3.12,61.80615384615385,Normal,50-75%,6-9h
A-1041,90,2026-07-07 19:12:06,7.5,52.14819,7.82524,5.53,8.0,False,4.32,370.517,406.25,shipment_A-1041.csv,simulated_prototype,0,-2.4699999999999998,62.5,Normal,50-75%,6-9h
A-1041,91,2026-07-07 19:17:06,7.583,52.14421,7.76372,4.96,8.0,False,4.061,374.578,410.76,shipment_A-1041.csv,simulated_prototype,0,-3.04,63.19384615384615,Normal,50-75%,6-9h
A-1041,92,2026-07-07 19:22:06,7.667,52.13917,7.70165,5.45,8.0,False,3.874,378.452,415.28,shipment_A-1041.csv,simulated_prototype,0,-2.55,63.889230769230764,Normal,50-75%,6-9h
A-1041,93,2026-07-07 19:27:06,7.75,52.13571,7.64004,5.17,8.0,False,3.871,382.323,419.79,shipment_A-1041.csv,simulated_prototype,0,-2.83,64.58307692307692,Normal,50-75%,6-9h
A-1041,94,2026-07-07 19:32:06,7.833,52.13069,7.5769,4.92,8.0,False,3.898,386.221,424.31,shipment_A-1041.csv,simulated_prototype,0,-3.08,65.27846153846154,Normal,50-75%,6-9h
A-1041,95,2026-07-07 19:37:06,7.917,52.12749,7.51481,5.14,8.0,False,3.873,390.094,428.82,shipment_A-1041.csv,simulated_prototype,0,-2.8600000000000003,65.9723076923077,Normal,50-75%,6-9h
A-1041,96,2026-07-07 19:42:06,8.0,52.123,7.45384,4.94,8.0,False,3.971,394.065,433.33,shipment_A-1041.csv,simulated_prototype,0,-3.0599999999999996,66.66615384615385,Normal,50-75%,6-9h
A-1041,97,2026-07-07 19:47:06,8.083,52.11862,7.3915,5.24,8.0,False,3.739,397.804,437.85,shipment_A-1041.csv,simulated_prototype,0,-2.76,67.36153846153846,Normal,50-75%,6-9h
A-1041,98,2026-07-07 19:52:06,8.167,52.11423,7.32926,5.14,8.0,False,3.896,401.7,442.36,shipment_A-1041.csv,simulated_prototype,0,-2.8600000000000003,68.05538461538461,Normal,50-75%,6-9h
A-1041,99,2026-07-07 19:57:06,8.25,52.11123,7.2677,5.09,8.0,False,4.005,405.705,446.88,shipment_A-1041.csv,simulated_prototype,0,-2.91,68.75076923076922,Normal,50-75%,6-9h
A-1041,100,2026-07-07 20:02:06,8.333,52.1068,7.2058,5.28,8.0,False,4.137,409.842,451.39,shipment_A-1041.csv,simulated_prototype,0,-2.7199999999999998,69.44461538461539,Normal,50-75%,6-9h
A-1041,101,2026-07-07 20:07:06,8.417,52.10167,7.14339,4.93,8.0,False,3.992,413.834,455.9,shipment_A-1041.csv,simulated_prototype,0,-3.0700000000000003,70.13846153846154,Normal,50-75%,6-9h
A-1041,102,2026-07-07 20:12:06,8.5,52.09776,7.0813,5.25,8.0,False,3.811,417.645,460.42,shipment_A-1041.csv,simulated_prototype,0,-2.75,70.83384615384615,Normal,50-75%,6-9h
A-1041,103,2026-07-07 20:17:06,8.583,52.09374,7.01902,5.04,8.0,False,3.753,421.398,464.93,shipment_A-1041.csv,simulated_prototype,0,-2.96,71.5276923076923,Normal,50-75%,6-9h
A-1041,104,2026-07-07 20:22:06,8.667,52.09044,6.95757,5.36,8.0,False,3.851,425.249,469.44,shipment_A-1041.csv,simulated_prototype,0,-2.6399999999999997,72.22153846153846,Normal,50-75%,6-9h
A-1041,105,2026-07-07 20:27:06,8.75,52.08568,6.89615,5.14,8.0,False,4.373,429.622,473.96,shipment_A-1041.csv,simulated_prototype,0,-2.8600000000000003,72.91692307692308,Normal,50-75%,6-9h
A-1041,106,2026-07-07 20:32:06,8.833,52.08142,6.83392,5.0,8.0,False,3.998,433.62,478.47,shipment_A-1041.csv,simulated_prototype,0,-3.0,73.61076923076924,Normal,50-75%,6-9h
A-1041,107,2026-07-07 20:37:06,8.917,52.07788,6.77192,5.07,8.0,False,4.207,437.827,482.99,shipment_A-1041.csv,simulated_prototype,0,-2.9299999999999997,74.30615384615385,Normal,50-75%,6-9h
A-1041,108,2026-07-07 20:42:06,9.0,52.074,6.70935,4.94,8.0,False,4.338,442.165,487.5,shipment_A-1041.csv,simulated_prototype,0,-3.0599999999999996,75.0,Normal,50-75%,6-9h
A-1041,109,2026-07-07 20:47:06,9.083,52.0697,6.64807,4.68,8.0,False,3.959,446.124,492.01,shipment_A-1041.csv,simulated_prototype,0,-3.3200000000000003,75.69384615384615,Normal,75-100%,9-12h
A-1041,110,2026-07-07 20:52:06,9.167,52.06485,6.58571,5.14,8.0,False,3.979,450.103,496.53,shipment_A-1041.csv,simulated_prototype,0,-2.8600000000000003,76.38923076923076,Normal,75-100%,9-12h
A-1041,111,2026-07-07 20:57:06,9.25,52.06047,6.52309,5.11,8.0,False,4.162,454.265,501.04,shipment_A-1041.csv,simulated_prototype,0,-2.8899999999999997,77.08307692307692,Normal,75-100%,9-12h
A-1041,112,2026-07-07 21:02:06,9.333,52.05648,6.46091,5.12,8.0,False,3.883,458.148,505.56,shipment_A-1041.csv,simulated_prototype,0,-2.88,77.77846153846154,Normal,75-100%,9-12h
A-1041,113,2026-07-07 21:07:06,9.417,52.05289,6.39895,4.5,8.0,False,3.881,462.029,510.07,shipment_A-1041.csv,simulated_prototype,0,-3.5,78.4723076923077,Normal,75-100%,9-12h
A-1041,114,2026-07-07 21:12:06,9.5,52.048,6.33776,4.6,8.0,False,4.166,466.195,514.58,shipment_A-1041.csv,simulated_prototype,0,-3.4000000000000004,79.16615384615385,Normal,75-100%,9-12h
A-1041,115,2026-07-07 21:17:06,9.583,52.04472,6.2761,4.79,8.0,False,4.117,470.312,519.1,shipment_A-1041.csv,simulated_prototype,0,-3.21,79.86153846153846,Normal,75-100%,9-12h
A-1041,116,2026-07-07 21:22:06,9.667,52.03982,6.21308,5.14,8.0,False,4.157,474.469,523.61,shipment_A-1041.csv,simulated_prototype,0,-2.8600000000000003,80.55538461538461,Normal,75-100%,9-12h
